id,gen,sp,ssp,en,rec,cnt,loc,lat,lng,alt,type,url,file,lic,q,length,time,date,uploaded,rmk,bird-seen,playback-used
498017,Casuarius,unappendiculatus,,Northern Cassowary,Marc Anderson,Indonesia,near Malagufuk; Klasow Valley; Sorong; Papua Barat,-0.8052,131.6433,100,call,//www.xeno-canto.org/498017,//www.xeno-canto.org/498017/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:30,08:30,2019-08-18,2019-09-19,Loud series of rolling deep rattles from an unseen bird. Recorded on remote microphones.,no,unknown
498016,Casuarius,unappendiculatus,,Northern Cassowary,Marc Anderson,Indonesia,near Malagufuk; Klasow Valley; Sorong; Papua Barat,-0.8052,131.6433,100,call,//www.xeno-canto.org/498016,//www.xeno-canto.org/498016/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:28,07:30,2019-08-19,2019-09-19,Grunts from an immature bird,yes,unknown
498015,Casuarius,unappendiculatus,,Northern Cassowary,Marc Anderson,Indonesia,near Malagufuk; Klasow Valley; Sorong; Papua Barat,-0.8052,131.6433,100,call,//www.xeno-canto.org/498015,//www.xeno-canto.org/498015/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:21,07:30,2019-08-19,2019-09-19,Grunts from an immature bird,yes,unknown
209609,Casuarius,unappendiculatus,,Northern Cassowary,Frank Lambert,Indonesia,Nimbokrang; Papua,-2.5831,140.1608,70,call,//www.xeno-canto.org/209609,//www.xeno-canto.org/209609/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:07,07:42,2013-07-28,2015-01-08,,no,no
121885,Dendrocygna,guttata,,Spotted Whistling Duck,Bas van Balen,Indonesia,Timika; Freeport; Mimika; Papua,-4.5583,136.8924,20,call,//www.xeno-canto.org/121885,//www.xeno-canto.org/121885/download,//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:10,08:20,1997-01-27,2013-02-18,,yes,no
203628,Dendrocygna,arcuata,,Wandering Whistling Duck,Mike Nelson,Indonesia,Lolayan; Bolaang Mongondow; North Sulawesi,0.6512,124.2202,300,call,//www.xeno-canto.org/203628,//www.xeno-canto.org/203628/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:17,16:30,2014-09-14,2014-11-25,,yes,no
46907,Dendrocygna,arcuata,arcuata,Wandering Whistling Duck,Bas van Balen,Indonesia,Pematanggadung; West Kalimantan; Borneo,-1.9487,110.2258,10,?,//www.xeno-canto.org/46907,//www.xeno-canto.org/46907/download,//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:41,9:47,2008-12-03,2010-04-15,two parties flushed,unknown,unknown
46906,Dendrocygna,arcuata,arcuata,Wandering Whistling Duck,Bas van Balen,Indonesia,Pematanggadung; West Kalimantan; Borneo,-1.9487,110.2258,10,?,//www.xeno-canto.org/46906,//www.xeno-canto.org/46906/download,//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:20,9:35,2008-12-03,2010-04-15,swimming and in flight,unknown,unknown
46905,Dendrocygna,arcuata,arcuata,Wandering Whistling Duck,Bas van Balen,Indonesia,Pematanggadung; West Kalimantan; Borneo,-1.9487,110.2258,10,?,//www.xeno-canto.org/46905,//www.xeno-canto.org/46905/download,//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:18,9:25,2008-12-03,2010-04-15,swimming,unknown,unknown
194162,Dendrocygna,arcuata,arcuata,Wandering Whistling Duck,Frank Lambert,Indonesia,Toraut; Sulawesi,0.5667,123.9026,240,call; flight call,//www.xeno-canto.org/194162,//www.xeno-canto.org/194162/download,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:04,08:57,2014-08-19,2014-09-04,,yes,no
208190,Dendrocygna,arcuata,,Wandering Whistling Duck,Frank Lambert,Indonesia,Toraut; Sulawesi,0.5667,123.9026,240,flight call,//www.xeno-canto.org/208190,//www.xeno-canto.org/208190/download,//creativecommons.org/licenses/by-nc-nd/4.0/,D,0:04,16:37,2014-10-07,2014-12-28,,yes,no
377619,Dendrocygna,javanica,,Lesser Whistling Duck,Karyadi Baskoro,Indonesia,Sayung; Kabupaten Demak; Jawa Tengah,-6.9172,110.4815,0,flight call,//www.xeno-canto.org/377619,//www.xeno-canto.org/377619/download,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:26,10:00,2006-06-18,2017-06-28,flock more than 100 birds; flight off shore,yes,no
140959,Radjah,radjah,,Raja Shelduck,Bas van Balen,Indonesia,Waropen Atas; Papua,-1.6225,137.7301,?,song,//www.xeno-canto.org/140959,//www.xeno-canto.org/140959/download,//creativecommons.org/licenses/by-nc-sa/3.0/,A,1:42,17:50,2007-05-14,2013-06-30,,unknown,no
140960,Radjah,radjah,,Raja Shelduck,Bas van Balen,Indonesia,Waropen Atas; Papua,-1.6225,137.7301,?,song,//www.xeno-canto.org/140960,//www.xeno-canto.org/140960/download,//creativecommons.org/licenses/by-nc-sa/3.0/,B,2:50,17:50,2007-05-14,2013-06-30,,unknown,no
105056,Salvadorina,waigiuensis,,Salvadori's Teal,Bas van Balen,Indonesia,Anderson Lake; Freeport; Snow Mts; Papua,-4.01,137.045517,3750,?,//www.xeno-canto.org/105056,//www.xeno-canto.org/105056/download,//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:27,09:35,2000-08-03,2012-06-29,,unknown,unknown
35924,Salvadorina,waigiuensis,,Salvadori's Teal,Frank Lambert,Indonesia,Lake Habbema; Snow Mountains; Papua ,-4.138329,138.67424,3250,call,//www.xeno-canto.org/35924,//www.xeno-canto.org/35924/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:20,11:00,2002-06-10,2009-06-17,five birds together on the lake,unknown,unknown
409186,Asarcornis,scutulata,,White-winged Duck,Frank Lambert,Indonesia,Way Kambas NP; Lampung; Sumatra,-4.9178,105.7489,30,flight call,//www.xeno-canto.org/409186,//www.xeno-canto.org/409186/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:12,08:03,2016-07-13,2018-04-05,,yes,no
243401,Asarcornis,scutulata,,White-winged Duck,Mike Nelson,Indonesia,Way Kambas NP; Lampung; Sumatra,-4.9178,105.7489,30,call; flight call,//www.xeno-canto.org/243401,//www.xeno-canto.org/243401/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:31,17:30,2015-03-07,2015-05-15,img:https://www.flickr.com/photos/madbirder/16574174129/in/photolist-rwWXBe-rwWXzF-rfAYwV-rfuDzu-rfuDvb-qA4wDC-rwX1h4,yes,no
487967,Anas,gibberifrons,,Sunda Teal,Prayitno Goenarto,Indonesia,Taman Wisata Alam Mangrove Angke Kapuk,-6.1053,106.7356,0,call,//www.xeno-canto.org/487967,//www.xeno-canto.org/487967/download,//creativecommons.org/licenses/by-nc-nd/4.0/,no score,0:08,09:30,2019-06-23,2019-07-18,Pointed microphone at a flock of teals vocalizing in a group
Birds were in the water and were moving in a group
HPF -6dB,yes,no
487966,Anas,gibberifrons,,Sunda Teal,Prayitno Goenarto,Indonesia,Taman Wisata Alam Mangrove Angke Kapuk,-6.1053,106.7356,0,call; flight call,//www.xeno-canto.org/487966,//www.xeno-canto.org/487966/download,//creativecommons.org/licenses/by-nc-nd/4.0/,no score,0:05,09:30,2019-06-23,2019-07-18,Flight call; teal had just been flushed by a passing boat
HPF -6dB,yes,no
358925,Anas,gibberifrons,,Sunda Teal,Bruno Durand,Indonesia,Nusa Dua lagoon; Nusa Dua; Badung; Bali,-8.7868,115.2218,10,alarm call; flight call,//www.xeno-canto.org/358925,//www.xeno-canto.org/358925/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:05,16:00,2017-03-12,2017-03-13,alarm call of 4 birds while taking off from a lagoon.,yes,no
338693,Anas,gibberifrons,,Sunda Teal,Bruno Durand,Indonesia,Serangan island (south);Bali,-8.7444,115.223,0,alarm call; flight call,//www.xeno-canto.org/338693,//www.xeno-canto.org/338693/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:19,10:00,2016-09-30,2016-10-19,alarm calls; then at the end flight alarm call (taking off),yes,no
293215,Anas,gibberifrons,,Sunda Teal,Mike Nelson,Indonesia,Lore Lindu National Park; Sulawesi,-1.5159,120.2301,1900,call,//www.xeno-canto.org/293215,//www.xeno-canto.org/293215/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:25,10:30,2015-10-15,2015-12-02,,yes,no
93425,Anas,gibberifrons,,Sunda Teal,Todd Mark,Indonesia,Mangrove Rehabilitation Project; Bipolo; Timor,-10.032,123.805,5,call,//www.xeno-canto.org/93425,//www.xeno-canto.org/93425/download,//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:38,11:00,2011-12-03,2012-01-24,,unknown,unknown
488182,Anas,gibberifrons,,Sunda Teal,Prayitno Goenarto,Indonesia,Taman Wisata Alam Mangrove Angke Kapuk,-6.1053,106.7356,0,call,//www.xeno-canto.org/488182,//www.xeno-canto.org/488182/download,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:11,10:30,2019-06-23,2019-07-19,Same flock as XC488181
HPF -6dB,yes,no
488181,Anas,gibberifrons,,Sunda Teal,Prayitno Goenarto,Indonesia,Taman Wisata Alam Mangrove Angke Kapuk,-6.1053,106.7356,0,call,//www.xeno-canto.org/488181,//www.xeno-canto.org/488181/download,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:27,10:00,2019-06-23,2019-07-19,A flock of Sunda teals vocalizing
HPF -6dB,yes,no
75812,Aepypodius,arfakianus,arfakianus,Wattled Brushturkey,Todd Mark,Indonesia,Japan Camp; Arfak Mts.; Vogelkop; Papua; Indonesia,-1.032,133.762,2200,call,//www.xeno-canto.org/75812,//www.xeno-canto.org/75812/download,//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:16,8:00,2009-10-00,2011-04-13,,unknown,unknown
498012,Talegalla,cuvieri,,Red-billed Brushturkey,Marc Anderson,Indonesia,near Malagufuk; Klasow Valley; Sorong; Papua Barat,-0.8052,131.6433,100,song,//www.xeno-canto.org/498012,//www.xeno-canto.org/498012/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:10,07:30,2019-08-19,2019-09-19,,no,unknown
156063,Talegalla,cuvieri,,Red-billed Brushturkey,Hans Matheve,Indonesia,Sorong,-0.8687,131.3599,150,song,//www.xeno-canto.org/156063,//www.xeno-canto.org/156063/download,//creativecommons.org/licenses/by-nc-nd/3.0/,A,0:36,?,2009-08-06,2013-11-29,,no,unknown
141154,Talegalla,cuvieri,,Red-billed Brushturkey,Bas van Balen,Indonesia,Tangguh; West Papua,-2.4997,133.1694,?,song,//www.xeno-canto.org/141154,//www.xeno-canto.org/141154/download,//creativecommons.org/licenses/by-nc-sa/3.0/,B,1:30,10:00,2002-03-24,2013-07-01,,unknown,no
140753,Talegalla,cuvieri,,Red-billed Brushturkey,Bas van Balen,Indonesia,Salawati Island; Papua Barat,-1.0854,130.7661,?,call,//www.xeno-canto.org/140753,//www.xeno-canto.org/140753/download,//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:38,10:18,1997-08-23,2013-06-29,,unknown,no
122104,Talegalla,fuscirostris,,Black-billed Brushturkey,Bas van Balen,Indonesia,Mile 38; Freeport; Mimika;Papua,-4.4152,136.9322,130,song,//www.xeno-canto.org/122104,//www.xeno-canto.org/122104/download,//creativecommons.org/licenses/by-nc-sa/3.0/,A,1:37,08:04,1997-01-26,2013-02-20,,no,no
122103,Talegalla,fuscirostris,,Black-billed Brushturkey,Bas van Balen,Indonesia,Kuala Kencana; Freeport; Papua,-4.487,136.8828,100,song,//www.xeno-canto.org/122103,//www.xeno-canto.org/122103/download,//creativecommons.org/licenses/by-nc-sa/3.0/,A,1:13,07:10,1997-01-23,2013-02-20,,yes,no
409440,Talegalla,fuscirostris,,Black-billed Brushturkey,Philippe Verbelen,Indonesia,Kokas; Kabupaten Fakfak; Papua Barat,-2.8591,132.7109,40,call,//www.xeno-canto.org/409440,//www.xeno-canto.org/409440/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:51,06:57,2012-08-26,2018-04-06,,no,no
155729,Talegalla,jobiensis,jobiensis,Collared Brushturkey,Hans Matheve,Indonesia,Nimbokrang,-2.5589,140.0684,40,song,//www.xeno-canto.org/155729,//www.xeno-canto.org/155729/download,//creativecommons.org/licenses/by-nc-nd/3.0/,A,0:27,?,2009-07-31,2013-11-26,,no,unknown
140728,Talegalla,jobiensis,,Collared Brushturkey,Bas van Balen,Indonesia,Dabra; Southern Mamberamo basin; Papua,-2.9124,138.3838,?,,//www.xeno-canto.org/140728,//www.xeno-canto.org/140728/download,//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:04,06:55,2000-09-06,2013-06-29,,unknown,no
140727,Talegalla,jobiensis,,Collared Brushturkey,Bas van Balen,Indonesia,Dabra; Southern Mamberamo basin; Papua,-2.9124,138.3838,?,,//www.xeno-canto.org/140727,//www.xeno-canto.org/140727/download,//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:32,08:45,2000-09-06,2013-06-29,,unknown,no
395331,Talegalla,jobiensis,,Collared Brushturkey,JACOB Hervé,Indonesia,Nimbokrang; Papua,-2.5831,140.1608,70,song,//www.xeno-canto.org/395331,//www.xeno-canto.org/395331/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:16,?,2017-10-24,2017-12-07,,yes,no
167019,Talegalla,jobiensis,jobiensis,Collared Brushturkey,Frank Lambert,Indonesia,Papau Barat; nr Lake Sentani; Jayapura,-2.5593,140.4072,160,song,//www.xeno-canto.org/167019,//www.xeno-canto.org/167019/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:41,09:21,2013-07-19,2014-02-10,,no,no
140729,Talegalla,jobiensis,,Collared Brushturkey,Bas van Balen,Indonesia,Dabra; Southern Mamberamo basin; Papua,-2.9124,138.3838,?,,//www.xeno-canto.org/140729,//www.xeno-canto.org/140729/download,//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:25,07:00,2000-09-06,2013-06-29,,unknown,no
140961,Talegalla,jobiensis,jobiensis,Collared Brushturkey,Bas van Balen,Indonesia,Waropen Atas; Papua,-1.6225,137.7301,?,song,//www.xeno-canto.org/140961,//www.xeno-canto.org/140961/download,//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:19,07:35,2007-05-01,2013-06-30,,unknown,no
40301,Talegalla,jobiensis,,Collared Brushturkey,Patrik Åberg,Indonesia,Nimbokrang; Papua; New Guinea,-2.551503,140.650234,?,call,//www.xeno-canto.org/40301,//www.xeno-canto.org/40301/download,//creativecommons.org/licenses/by-nc-sa/3.0/,C,2:15,?,2009-07-12,2009-11-02,,unknown,unknown
413693,Macrocephalon,maleo,,Maleo,Frank Lambert,Indonesia,Tambun; West Dumoga; North Sulawesi,0.5442,123.9401,160,song,//www.xeno-canto.org/413693,//www.xeno-canto.org/413693/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:35,08:16,2017-08-11,2018-05-04,,no,no
413692,Macrocephalon,maleo,,Maleo,Frank Lambert,Indonesia,Tambun; West Dumoga; North Sulawesi,0.5442,123.9401,160,song,//www.xeno-canto.org/413692,//www.xeno-canto.org/413692/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:56,08:10,2017-08-11,2018-05-04,,no,no
196417,Macrocephalon,maleo,,Maleo,Frank Lambert,Indonesia,Tambun; West Dumoga; North Sulawesi,0.5442,123.9401,160,call,//www.xeno-canto.org/196417,//www.xeno-canto.org/196417/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,4:00,06:22,2014-08-20,2014-09-23,,no,no
301178,Macrocephalon,maleo,,Maleo,Gareth K.,Indonesia,Dumoga Timur; Bolaang Mongondow; Sulawesi Utara,0.5742,124.0884,140,call; male,//www.xeno-canto.org/301178,//www.xeno-canto.org/301178/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:38,10:00,2014-11-13,2016-01-24,Location not exact; but recorded at Tambun nesting grounds.,yes,no
203639,Macrocephalon,maleo,,Maleo,Mike Nelson,Indonesia,Tambun; West Dumoga; North Sulawesi,0.5442,123.9401,160,call,//www.xeno-canto.org/203639,//www.xeno-canto.org/203639/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:12,07:30,2014-09-15,2014-11-25,,yes,no
88258,Macrocephalon,maleo,,Maleo,Frank Lambert,Indonesia,Tambun; Dumoga Bone National Park; Sulawesi,None,None,?,?,//www.xeno-canto.org/88258,//www.xeno-canto.org/88258/download,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:32,07:00,2011-08-14,2011-10-09,[the bird was a little distant so this cut is very quiet],unknown,unknown
22450,Macrocephalon,maleo,,Maleo,Paul Noakes,Indonesia,Tambun; Dumoga Bone National Park; Sulawesi,None,None,?,?,//www.xeno-canto.org/22450,//www.xeno-canto.org/22450/download,//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:41,?,2006-09-12,2008-11-20,on breeding ground,unknown,unknown
417884,Eulipoa,wallacei,,Moluccan Megapode,Ross Gallardy,Indonesia,Pulau Haruku; Kabupaten Maluku Tengah; Maluku,-3.5449,128.424,60,call,//www.xeno-canto.org/417884,//www.xeno-canto.org/417884/download,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:34,19:30,2017-08-24,2018-06-01,group of birds calling while digging holes to lay eggs,yes,no
202403,Eulipoa,wallacei,,Moluccan Megapode,Frank Lambert,Indonesia,Bacan; nr Mount Sibela Peak; North Maluku,-0.7277,127.5174,1680,song,//www.xeno-canto.org/202403,//www.xeno-canto.org/202403/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:19,08:17,2014-09-13,2014-11-13,Presumably the same bird as XC202399;  XC202400. Playback was used about 15 minutes before these vocalisations were recorded. Although the bird was not actually seen calling; a megapode-type bird was seen approaching in dense vegetation and making the clucking calls; followed shortly afterwards by the song. Based on the brief view and the fact that this is nothing like Dusky Scrubfowl; this recording must surely be Moluccan Megapode. They were seen in the forest elsewhere on the mountain.,no,no
202400,Eulipoa,wallacei,,Moluccan Megapode,Frank Lambert,Indonesia,Bacan; nr Mount Sibela Peak; North Maluku,-0.7277,127.5174,1680,song,//www.xeno-canto.org/202400,//www.xeno-canto.org/202400/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:59,07:58,2014-09-13,2014-11-13,In response to playback of XC202399; which is presumed to be the same bird. Although the bird was not actually seen calling; a megapode-type bird was seen approaching in dense vegetation and making the clucking calls; followed shortly afterwards by the song. Based on the brief view and the fact that this is nothing like Dusky Scrubfowl; this recording must surely be Moluccan Megapode. They were seen in the forest elsewhere on the mountain.,no,yes
202399,Eulipoa,wallacei,,Moluccan Megapode,Frank Lambert,Indonesia,Bacan; nr Mount Sibela Peak; North Maluku,-0.7277,127.5174,1680,call; song,//www.xeno-canto.org/202399,//www.xeno-canto.org/202399/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:07,07:54,2014-09-13,2014-11-13,Although the bird was not actually seen calling; a megapode-type bird was seen approaching in dense vegetation and making the clucking calls; followed shortly afterwards by the song. Based on the brief view and the fact that this is nothing like Dusky Scrubfowl; this recording must surely be Moluccan Megapode. They were seen in the forest elsewhere on the mountain.,no,no
202405,Eulipoa,wallacei,,Moluccan Megapode,Frank Lambert,Indonesia,Bacan; nr Mount Sibela Peak; North Maluku,-0.7277,127.5174,1680,song,//www.xeno-canto.org/202405,//www.xeno-canto.org/202405/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:55,08:18,2014-09-13,2014-11-13,Presumably the same bird as XC202399;  XC202400. Playback was used about 15 minutes before these vocalisations were recorded. Although the bird was not actually seen calling; a megapode-type bird was seen approaching in dense vegetation and making the clucking calls; followed shortly afterwards by the song. Based on the brief view and the fact that this is nothing like Dusky Scrubfowl; this recording must surely be Moluccan Megapode. They were seen in the forest elsewhere on the mountain.,no,no
202402,Eulipoa,wallacei,,Moluccan Megapode,Frank Lambert,Indonesia,Bacan; nr Mount Sibela Peak; North Maluku,-0.7277,127.5174,1680,song,//www.xeno-canto.org/202402,//www.xeno-canto.org/202402/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,2:04,08:02,2014-09-13,2014-11-13,In response to playback of XC202399;  XC202400; which is presumed to be the same bird. Although the bird was not actually seen calling; a megapode-type bird was seen approaching in dense vegetation and making the clucking calls; followed shortly afterwards by the song. Based on the brief view and the fact that this is nothing like Dusky Scrubfowl; this recording must surely be Moluccan Megapode. They were seen in the forest elsewhere on the mountain.,no,yes
415171,Megapodius,cumingii,gilbertii,Philippine Megapode,Marc Anderson,Indonesia,Sulawesi: Tangkoko lowlands,1.562,125.173,30,song,//www.xeno-canto.org/415171,//www.xeno-canto.org/415171/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:56,03:00,2018-05-05,2018-05-13,,no,unknown
415170,Megapodius,cumingii,gilbertii,Philippine Megapode,Marc Anderson,Indonesia,Sulawesi: Tangkoko lowlands,1.562,125.173,30,song,//www.xeno-canto.org/415170,//www.xeno-canto.org/415170/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,2:05,23:00,2018-05-05,2018-05-13,,no,unknown
193839,Megapodius,cumingii,gilbertii,Philippine Megapode,Frank Lambert,Indonesia,Sulawesi: Tangkoko lowlands,1.562,125.173,30,song,//www.xeno-canto.org/193839,//www.xeno-canto.org/193839/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:16,18:55,2014-08-29,2014-09-02,Calling after dark - seemed to still be on or near the forest floor,no,no
89548,Megapodius,cumingii,cumingii,Philippine Megapode,Frank Lambert,Indonesia,Sulawesi: Tangkoko lowlands,1.562,125.1728,5,song,//www.xeno-canto.org/89548,//www.xeno-canto.org/89548/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:30,05:50,2011-08-26,2011-11-01,,unknown,unknown
214644,Megapodius,cumingii,gilbertii,Philippine Megapode,Paulo Alves,Indonesia,Cagar Alam Panua; Marisa; Kabupaten Pohuwato; Gorontalo,0.471,121.971,10,call,//www.xeno-canto.org/214644,//www.xeno-canto.org/214644/download,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:05,05:30,2014-08-18,2015-02-24,,no,no
194151,Megapodius,cumingii,gilbertii,Philippine Megapode,Frank Lambert,Indonesia,Gunung Ambang; Sulawesi,0.7784,124.4009,1300,song,//www.xeno-canto.org/194151,//www.xeno-canto.org/194151/download,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:25,05:28,2014-08-18,2014-09-04,,no,no
89549,Megapodius,cumingii,cumingii,Philippine Megapode,Frank Lambert,Indonesia,Sulawesi: Tangkoko lowlands,1.562,125.1728,5,song,//www.xeno-canto.org/89549,//www.xeno-canto.org/89549/download,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:07,05:50,2011-08-26,2011-11-01,,unknown,unknown
95129,Megapodius,bernsteinii,,Sula Megapode,Frank Lambert,Indonesia,north of Kawalu; Peleng (site 1),-1.2309,123.3678,50,song,//www.xeno-canto.org/95129,//www.xeno-canto.org/95129/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:08,08:24,2011-06-27,2012-02-21,single song phrase -the interval between calls was up to five minutes. Bird not seen calling but a pair came into playback,unknown,unknown
95128,Megapodius,bernsteinii,,Sula Megapode,Frank Lambert,Indonesia,north of Kawalu; Peleng (site 1),-1.2309,123.3678,50,song,//www.xeno-canto.org/95128,//www.xeno-canto.org/95128/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:07,08:20,2011-06-27,2012-02-21,single song phrase. Bird not seen calling but a pair came into playback,unknown,unknown
95132,Megapodius,bernsteinii,,Sula Megapode,Frank Lambert,Indonesia,north of Kawalu; Peleng (site 1),-1.2309,123.3678,70,song,//www.xeno-canto.org/95132,//www.xeno-canto.org/95132/download,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:57,08:15,2011-06-27,2012-02-21,several song phrases but a bit distant (and many insects),unknown,unknown
95131,Megapodius,bernsteinii,,Sula Megapode,Frank Lambert,Indonesia,north of Kawalu; Peleng (site 1),-1.2309,123.3678,50,call; song,//www.xeno-canto.org/95131,//www.xeno-canto.org/95131/download,//creativecommons.org/licenses/by-nc-nd/4.0/,D,0:26,08:10,2011-06-27,2012-02-21,Distant - but you can hear some notes before the song -the interval between calls was up to five minutes. The track has been cut significantly to fit both song phrases together,unknown,unknown
417490,Megapodius,tenimberensis,,Tanimbar Megapode,Ross Gallardy,Indonesia,Tanimbar; nr Kormomolin; Yamdena Island; Maluku,-7.7969,131.388,90,call,//www.xeno-canto.org/417490,//www.xeno-canto.org/417490/download,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:31,05:00,2017-08-12,2018-05-30,,yes,yes
499403,Megapodius,freycinet,freycinet,Dusky Megapode,Marc Anderson,Indonesia,Kota Waisai; Kabupaten Raja Ampat; Papua Barat,-0.4174,130.7739,30,song,//www.xeno-canto.org/499403,//www.xeno-canto.org/499403/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:26,07:00,2019-08-27,2019-09-26,,no,unknown
413616,Megapodius,freycinet,quoyii,Dusky Megapode,Frank Lambert,Indonesia,north of Weda Resort; Central Halmahera; North Maluku (approx location),0.4582,127.8824,120,song,//www.xeno-canto.org/413616,//www.xeno-canto.org/413616/download,//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:36,08:00,2017-08-15,2018-05-04,,no,no
412317,Megapodius,freycinet,,Dusky Megapode,Ross Gallardy,Indonesia,Primary hill forest; East Morotai; Morotai Island; North Maluku,2.2055,128.5027,450,call,//www.xeno-canto.org/412317,//www.xeno-canto.org/412317/download,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:33,11:30,2017-07-13,2018-04-25,,yes,no
410494,Megapodius,freycinet,,Dusky Megapode,Ross Gallardy,Indonesia,Foli; Halmahera,1.2659,128.1975,120,call,//www.xeno-canto.org/410494,//www.xeno-canto.org/410494/download,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:05,07:30,2017-07-06,2018-04-12,,yes,no
410493,Megapodius,freycinet,,Dusky Megapode,Ross Gallardy,Indonesia,Foli; Halmahera,1.2659,128.1975,120,call,//www.xeno-canto.org/410493,//www.xeno-canto.org/410493/download,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:03,07:30,2017-07-06,2018-04-12,,yes,no
366134,Megapodius,freycinet,,Dusky Megapode,Brian Cox,Indonesia,Central Weda; Central Halmahera Regency; North Maluku,0.4283,127.8754,100,song,//www.xeno-canto.org/366134,//www.xeno-canto.org/366134/download,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:35,08:30,2016-10-12,2017-04-24,,yes,no
216785,Megapodius,freycinet,,Dusky Megapode,Patrik Åberg,Indonesia,Lake Tolire Besar; Ternate,0.8362,127.3075,30,song,//www.xeno-canto.org/216785,//www.xeno-canto.org/216785/download,//creativecommons.org/licenses/by-nc-sa/4.0/,A,2:34,16:56,2015-01-01,2015-03-12,,no,no
216286,Megapodius,freycinet,,Dusky Megapode,Patrik Åberg,Indonesia,Lolobata National Park; Binagara Halmahera,0.7003,127.83,190,female; male; song,//www.xeno-canto.org/216286,//www.xeno-canto.org/216286/download,//creativecommons.org/licenses/by-nc-sa/4.0/,A,2:39,05:28,2015-01-07,2015-03-10,Duett song.,no,no
216285,Megapodius,freycinet,,Dusky Megapode,Patrik Åberg,Indonesia,Lolobata National Park; Binagara Halmahera,0.7003,127.83,190,female; male; song,//www.xeno-canto.org/216285,//www.xeno-canto.org/216285/download,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:39,05:28,2015-01-07,2015-03-10,Duett song.,no,no
