id,gen,sp,ssp,en,rec,cnt,loc,lat,lng,alt,type,url,file,lic,q,length,time,date,uploaded,rmk,bird-seen,playback-used
287762,Accipiter,virgatus,virgatus,Besra,Bas van Balen,Indonesia,Taman Hidup; Yang Highlands; Gading; Probolinggo; Jawa Timur,-7.9773,113.5355,2000,call,//www.xeno-canto.org/287762,//www.xeno-canto.org/287762/download,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:58,08:45,1989-06-05,2015-10-28,,no,no
36857,Accipiter,virgatus,,Besra,Bas van Balen,Indonesia,Mt Merapi; Java,-7.5559,110.4451,950,?,//www.xeno-canto.org/36857,//www.xeno-canto.org/36857/download,//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:37,5:20,1995-11-13,2009-07-14,two birds in forest plantation; also calling in flight,unknown,unknown
36856,Accipiter,virgatus,,Besra,Bas van Balen,Indonesia,Mt Merapi; Java,-7.5559,110.4451,950,?,//www.xeno-canto.org/36856,//www.xeno-canto.org/36856/download,//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:47,5:20,1995-11-13,2009-07-14,two birds in forest plantation; also calling in flight,unknown,unknown
203322,Accipiter,nanus,,Dwarf Sparrowhawk,Mike Nelson,Indonesia,Lore Lindu National Park; Sulawesi,-1.5159,120.2301,1900,song,//www.xeno-canto.org/203322,//www.xeno-canto.org/203322/download,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:34,10:30,2014-09-09,2014-11-23,Filtered for water noise.,yes,no
203321,Accipiter,nanus,,Dwarf Sparrowhawk,Mike Nelson,Indonesia,Lore Lindu National Park; Sulawesi,-1.5159,120.2301,1900,call; juvenile,//www.xeno-canto.org/203321,//www.xeno-canto.org/203321/download,//creativecommons.org/licenses/by-nc-sa/4.0/,C,2:40,10:30,2014-09-09,2014-11-23,,yes,no
193893,Accipiter,nanus,,Dwarf Sparrowhawk,Frank Lambert,Indonesia,Sulawesi; Sedoa Valley,-1.375,120.32,1200,call,//www.xeno-canto.org/193893,//www.xeno-canto.org/193893/download,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:04,16:39,2014-08-13,2014-09-02,Heavily filtered due to noise of traffic and insects.,yes,no
193892,Accipiter,nanus,,Dwarf Sparrowhawk,Frank Lambert,Indonesia,Sulawesi; Sedoa Valley,-1.375,120.32,1200,call,//www.xeno-canto.org/193892,//www.xeno-canto.org/193892/download,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:03,16:49,2014-08-13,2014-09-02,Heavily filtered due to noise of traffic and insects,yes,no
127424,Accipiter,erythrauchen,ceramensis,Rufous-necked Sparrowhawk,Frank Lambert,Indonesia,Seram: Trans Seram Highway; top of pass,-3.0358,129.1371,1200,call; song,//www.xeno-canto.org/127424,//www.xeno-canto.org/127424/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:38,08:00,2012-08-26,2013-03-27,Bird seen on a few occasions; though not actually seen making these vocalisations. Two different vocalisations on this cut; one type right at the beginning; and a woodpecker like call that starts just after 16:50 seconds that could be the "song" of this species.,yes,no
37815,Accipiter,erythrauchen,ceramensis,Rufous-necked Sparrowhawk,Mike Catsis,Indonesia,Manusela National Park; Seram; Maluku,-3.1667,129.5334,900,call,//www.xeno-canto.org/37815,//www.xeno-canto.org/37815/download,//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:20,am,2009-08-02,2009-08-16,Calling perched,unknown,unknown
37816,Accipiter,erythrauchen,,Rufous-necked Sparrowhawk,Mike Catsis,Indonesia,Manusela National Park; Seram; Maluku,-3.1667,129.5334,900,call,//www.xeno-canto.org/37816,//www.xeno-canto.org/37816/download,//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:57,am,2009-08-02,2009-08-16,Calling perched,unknown,unknown
414972,Accipiter,rhodogaster,,Vinous-breasted Sparrowhawk,Ross Gallardy,Indonesia,Sulawesi: Tangkoko hills,1.556,125.17,90,call,//www.xeno-canto.org/414972,//www.xeno-canto.org/414972/download,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:15,07:30,2017-08-05,2018-05-12,,yes,yes
414971,Accipiter,rhodogaster,,Vinous-breasted Sparrowhawk,Ross Gallardy,Indonesia,Sulawesi: Tangkoko hills,1.556,125.17,90,call,//www.xeno-canto.org/414971,//www.xeno-canto.org/414971/download,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:35,07:30,2017-08-05,2018-05-12,,yes,yes
210258,Accipiter,rhodogaster,sulaensis,Vinous-breasted Sparrowhawk,Philippe Verbelen,Indonesia,Kokolomboi; Peleng - site 2 above village,-1.3009,122.8809,500,call; song,//www.xeno-canto.org/210258,//www.xeno-canto.org/210258/download,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:56,09:30,2009-03-09,2015-01-15,Previously uploaded on Project Avocet as AV3233.  Indication of location and coordinates is approximate; secondary forest just above Kokolomboi village. An adult bird calling near its nest.,unknown,unknown
210256,Accipiter,rhodogaster,sulaensis,Vinous-breasted Sparrowhawk,Philippe Verbelen,Indonesia,Kokolomboi; Peleng - site 2 above village,-1.3009,122.8809,500,call,//www.xeno-canto.org/210256,//www.xeno-canto.org/210256/download,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:12,09:30,2009-03-09,2015-01-15,Previously uploaded on Project Avocet as AV3232.  Indication of location and coordinates is approximate; secondary forest just above Kokolomboi village. An adult bird calling near its nest.,unknown,unknown
194155,Circus,assimilis,,Spotted Harrier,Frank Lambert,Indonesia,Toraut; Sulawesi,0.5667,123.9026,240,call; male,//www.xeno-canto.org/194155,//www.xeno-canto.org/194155/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:38,08:07,2014-08-19,2014-09-04,Calling from the top of a tall tree at the edge of the river. Male and female both present at the site and perhaps breeding nearby.,yes,no
414948,Milvus,migrans,,Black Kite,Ross Gallardy,Indonesia,Toraut; Sulawesi,0.5667,123.9026,240,call,//www.xeno-canto.org/414948,//www.xeno-canto.org/414948/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:07,09:00,2017-08-02,2018-05-12,,yes,no
95697,Haliastur,indus,intermedius,Brahminy Kite,Frank Lambert,Indonesia,Kokolomboi site 1 above village,-1.2926,122.8753,700,call,//www.xeno-canto.org/95697,//www.xeno-canto.org/95697/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:30,07:15,2011-06-28,2012-02-27,the nasal calls; given from a perch. Same bird as on XC95696,unknown,unknown
284777,Haliastur,indus,intermedius,Brahminy Kite,Bas van Balen,Indonesia,Rawa Danau; Padarincang; Serang; Banten,-6.1745,105.9697,90,call,//www.xeno-canto.org/284777,//www.xeno-canto.org/284777/download,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:30,12:30,1988-09-22,2015-10-12,,yes,no
95696,Haliastur,indus,intermedius,Brahminy Kite,Frank Lambert,Indonesia,Kokolomboi site 1 above village,-1.2926,122.8753,700,call,//www.xeno-canto.org/95696,//www.xeno-canto.org/95696/download,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:21,06:45,2011-06-28,2012-02-27,the nasal calls; given from a perch,unknown,unknown
215318,Haliaeetus,leucogaster,,White-bellied Sea Eagle,Patrik Åberg,Indonesia,Waigeo; Raja Ampat Islands; West Papua ,-0.242,131.0253,750,call,//www.xeno-canto.org/215318,//www.xeno-canto.org/215318/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:14,16:41,2014-12-29,2015-03-02,,yes,no
204068,Haliaeetus,leucogaster,,White-bellied Sea Eagle,Mike Nelson,Indonesia,Carita; West Java ,-6.2781,105.8537,240,call,//www.xeno-canto.org/204068,//www.xeno-canto.org/204068/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:48,10:00,2014-09-26,2014-11-27,,no,no
71635,Haliaeetus,ichthyaetus,,Grey-headed Fish Eagle,Bas van Balen,Indonesia,Panaitan I; Banten; Java,-6.6177,105.2161,40,flight call,//www.xeno-canto.org/71635,//www.xeno-canto.org/71635/download,//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:40,11:40,1981-06-24,2011-02-15,two birds soaring above the forest,unknown,unknown
384071,Rallicula,rubra,,Chestnut Forest Rail,Daniel Lopez Velasco,Indonesia,near Lake Habbema; Snow Mountains; Papua,-4.1081,138.7214,2800,song,//www.xeno-canto.org/384071,//www.xeno-canto.org/384071/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:14,07:30,2017-07-08,2017-08-24,,yes,yes
167203,Rallicula,rubra,klossi ?,Chestnut Forest Rail,Frank Lambert,Indonesia,Papua Barat; nr top of Baliem Valley; Lake Habbema trek,-4.1299,138.7137,3300,call,//www.xeno-canto.org/167203,//www.xeno-canto.org/167203/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:38,09:02,2013-07-22,2014-02-12,A pair came in to playback; and both birds are probably calling on this cut,yes,yes
155789,Rallicula,rubra,,Chestnut Forest Rail,Hans Matheve,Indonesia,Baliem Valley,-4.1337,138.7087,3400,call?,//www.xeno-canto.org/155789,//www.xeno-canto.org/155789/download,//creativecommons.org/licenses/by-nc-nd/3.0/,B,0:28,?,2009-07-26,2013-11-27,,yes,unknown
26373,Rallicula,rubra,,Chestnut Forest Rail,Frank Lambert,Indonesia,Lake Habbema trek; Snow Mountains; Papua ,-4.1081,138.7214,?,call,//www.xeno-canto.org/26373,//www.xeno-canto.org/26373/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:09,09:00,2002-06-26,2008-12-15,,unknown,unknown
26372,Rallicula,rubra,,Chestnut Forest Rail,Frank Lambert,Indonesia,Lake Habbema trek; Snow Mountains; Papua ,-4.1081,138.7214,?,call,//www.xeno-canto.org/26372,//www.xeno-canto.org/26372/download,//creativecommons.org/licenses/by-nc-nd/4.0/,B,1:28,09:00,2002-06-26,2008-12-15,,unknown,unknown
23271,Rallicula,rubra,klossi,Chestnut Forest Rail,George Wagner,Indonesia,Lake Habbema trek; Snow Mountains; Papua,-4.1081,138.7214,2700,call,//www.xeno-canto.org/23271,//www.xeno-canto.org/23271/download,//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:32,07:13,2008-08-12,2008-11-20,,unknown,unknown
235412,Rallicula,rubra,,Chestnut Forest Rail,Bas van Balen,Indonesia,Tembagapura; Freeport; Papua,-4.1273,137.0544,2400,song,//www.xeno-canto.org/235412,//www.xeno-canto.org/235412/download,//creativecommons.org/licenses/by-nc-sa/4.0/,C,1:32,08:30,1997-02-05,2015-04-12,,no,no
23163,Rallicula,rubra,,Chestnut Forest Rail,Michiel de Boer,Indonesia,Yabohema; Baliem Valley; Papua,None,None,2700,Call,//www.xeno-canto.org/23163,//www.xeno-canto.org/23163/download,//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:27,?,2008-08-11,2008-11-20,not the typical song,unknown,unknown
501739,Rallicula,leucospila,,White-striped Forest Rail,Daniel Lopez Velasco,Indonesia,Arfak Mountains; near Mokwan Village; West Papua,-1.0683,133.9044,1500,call,//www.xeno-canto.org/501739,//www.xeno-canto.org/501739/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:12,07:00,2019-07-22,2019-10-10,,yes,unknown
409691,Rallicula,leucospila,,White-striped Forest Rail,Ross Gallardy,Indonesia,Syoubri; Arfak Mountains,-1.1113,133.9089,1600,call,//www.xeno-canto.org/409691,//www.xeno-canto.org/409691/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:40,15:30,2017-09-16,2018-04-07,,yes,yes
409690,Rallicula,leucospila,,White-striped Forest Rail,Ross Gallardy,Indonesia,Syoubri; Arfak Mountains,-1.1113,133.9089,1600,call,//www.xeno-canto.org/409690,//www.xeno-canto.org/409690/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:55,15:30,2017-09-16,2018-04-07,,yes,yes
395173,Rallicula,leucospila,,White-striped Forest Rail,JACOB Hervé,Indonesia,Arfak Mountain Trek; near Mokwan Village;  West Papua >1800m (approx),-1.1373,133.9118,1600,call,//www.xeno-canto.org/395173,//www.xeno-canto.org/395173/download,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:38,?,2017-09-26,2017-12-05,,yes,no
156285,Rallicula,leucospila,,White-striped Forest Rail,Hans Matheve,Indonesia,Arfak Mountains,-1.033,133.764,1600,song,//www.xeno-canto.org/156285,//www.xeno-canto.org/156285/download,//creativecommons.org/licenses/by-nc-nd/3.0/,B,2:52,?,2009-08-13,2013-12-01,,yes,unknown
156284,Rallicula,leucospila,,White-striped Forest Rail,Hans Matheve,Indonesia,Arfak Mountains,-1.033,133.764,1600,song,//www.xeno-canto.org/156284,//www.xeno-canto.org/156284/download,//creativecommons.org/licenses/by-nc-nd/3.0/,B,3:16,?,2009-08-13,2013-12-01,,yes,unknown
105803,Rallicula,leucospila,,White-striped Forest Rail,Peter Roskams,Indonesia,Arfak Mountains; Vogelkop; Papua,-1.0656,133.7859,?,?,//www.xeno-canto.org/105803,//www.xeno-canto.org/105803/download,//creativecommons.org/licenses/by-nc-nd/2.5/,C,2:00,?,2010-00-00,2012-07-14,,unknown,unknown
